3.9800E-06	-0.02
3.9840E-06	-0.04
3.9880E-06	-0.04
3.9920E-06	-0.06
3.9960E-06	-0.08
4.0000E-06	0
4.0040E-06	-0.03
4.0080E-06	-0.01
4.0120E-06	-0.02
4.0160E-06	7.81E-05
4.0200E-06	0
4.0240E-06	-0.01
4.0280E-06	0.01
4.0320E-06	-0.01
4.0360E-06	-0.02
4.0400E-06	-0.01
4.0440E-06	-0.00976563
4.0480E-06	-0.0399219
4.0520E-06	-0.02
4.0560E-06	7.81E-05
4.0600E-06	-0.0499219
4.0640E-06	-0.03
4.0680E-06	-0.0200781
4.0720E-06	-0.01
4.0760E-06	0.0100781
4.0800E-06	0.01
4.0840E-06	0.02
4.0880E-06	0.01
4.0920E-06	0.0200781
4.0960E-06	-0.0102344
4.1000E-06	-0.04
4.1040E-06	-0.0101563
4.1080E-06	7.81E-05
4.1120E-06	-0.03
4.1160E-06	-0.00984375
4.1200E-06	0.01
4.1240E-06	-0.01
4.1280E-06	-0.02
4.1320E-06	-0.03
4.1360E-06	-0.0198438
4.1400E-06	0.01
4.1440E-06	-0.0199219
4.1480E-06	-0.0101563
4.1520E-06	0.00992188
4.1560E-06	0.01
4.1600E-06	-0.01
4.1640E-06	0
4.1680E-06	-0.02
4.1720E-06	-0.03
4.1760E-06	-0.0200781
4.1800E-06	-0.0200781
4.1840E-06	-0.01
4.1880E-06	-0.0200781
4.1920E-06	-0.01
4.1960E-06	-0.0300781
4.2000E-06	-0.02
4.2040E-06	-0.02
4.2080E-06	0.02
4.2120E-06	0.01
4.2160E-06	-0.00984375
4.2200E-06	-0.0200781
4.2240E-06	-7.81E-05
4.2280E-06	-0.01
4.2320E-06	0
4.2360E-06	-0.01
4.2400E-06	-0.03
4.2440E-06	-0.02
4.2480E-06	-0.00984375
4.2520E-06	0.02
4.2560E-06	7.81E-05
4.2600E-06	0
4.2640E-06	-0.00992188
4.2680E-06	-0.0201563
4.2720E-06	0.02
4.2760E-06	-0.01
4.2800E-06	-0.02
4.2840E-06	-0.01
4.2880E-06	0
4.2920E-06	-0.01
4.2960E-06	0
4.3000E-06	-0.01
4.3040E-06	0
4.3080E-06	-0.00984375
4.3120E-06	-0.02
4.3160E-06	0
4.3200E-06	-0.00992188
4.3240E-06	-0.02
4.3280E-06	-0.00984375
4.3320E-06	0.02
4.3360E-06	-0.00984375
4.3400E-06	-0.02
4.3440E-06	-0.01
4.3480E-06	-0.03
4.3520E-06	-0.0200781
4.3560E-06	-0.05
4.3600E-06	-0.02
4.3640E-06	-0.0200781
4.3680E-06	-0.00992188
4.3720E-06	0
4.3760E-06	-0.01
4.3800E-06	-0.00992188
4.3840E-06	-0.0300781
4.3880E-06	0
4.3920E-06	0
4.3960E-06	0.01
4.4000E-06	-0.04
4.4040E-06	-0.0101563
4.4080E-06	-7.81E-05
4.4120E-06	-0.03
4.4160E-06	-0.0100781
4.4200E-06	-0.01
4.4240E-06	-0.01
4.4280E-06	-0.01
4.4320E-06	7.81E-05
4.4360E-06	0.00992188
4.4400E-06	-0.02
4.4440E-06	-7.81E-05
4.4480E-06	0
4.4520E-06	0
4.4560E-06	0.0100781
4.4600E-06	-0.03
4.4640E-06	-0.01
4.4680E-06	-0.01
4.4720E-06	-0.03
4.4760E-06	0
4.4800E-06	-0.0101563
4.4840E-06	-0.03
4.4880E-06	7.81E-05
4.4920E-06	-0.0200781
4.4960E-06	-0.02
4.5000E-06	-0.01
4.5040E-06	0.01
4.5080E-06	0.00984375
4.5120E-06	-0.0301563
4.5160E-06	-0.03
4.5200E-06	-0.03
4.5240E-06	-0.02
4.5280E-06	-0.0100781
4.5320E-06	-0.03
4.5360E-06	0
4.5400E-06	-0.03
4.5440E-06	0
4.5480E-06	-0.02
4.5520E-06	-0.0199219
4.5560E-06	0
4.5600E-06	-0.0100781
4.5640E-06	-0.01
4.5680E-06	0
4.5720E-06	7.81E-05
4.5760E-06	-0.01
4.5800E-06	-0.00992188
4.5840E-06	-0.0400781
4.5880E-06	0.0100781
4.5920E-06	-0.0200781
4.5960E-06	-0.01
4.6000E-06	-0.02
4.6040E-06	-0.02
4.6080E-06	-0.0199219
4.6120E-06	-0.00015625
4.6160E-06	0.0100781
4.6200E-06	-0.02
4.6240E-06	-0.01
4.6280E-06	-0.02
4.6320E-06	-0.01
4.6360E-06	-0.01
4.6400E-06	-7.81E-05
4.6440E-06	-0.0200781
4.6480E-06	-0.00992188
4.6520E-06	-7.81E-05
4.6560E-06	0
4.6600E-06	-0.01
4.6640E-06	-0.04
4.6680E-06	7.81E-05
4.6720E-06	-0.01
4.6760E-06	0.01
4.6800E-06	0
4.6840E-06	0.00992188
4.6880E-06	-0.01
4.6920E-06	0.01
4.6960E-06	-0.03
4.7000E-06	-0.0300781
4.7040E-06	-0.0200781
4.7080E-06	-0.02
4.7120E-06	-0.01
4.7160E-06	0.03
4.7200E-06	-0.02
4.7240E-06	-0.0201563
4.7280E-06	-0.0499219
4.7320E-06	0.01
4.7360E-06	-0.02
4.7400E-06	0.01
4.7440E-06	-0.02
4.7480E-06	0.02
4.7520E-06	-0.0101563
4.7560E-06	-0.01
4.7600E-06	-0.01
4.7640E-06	-0.0100781
4.7680E-06	-0.02
4.7720E-06	-0.01
4.7760E-06	-0.03
4.7800E-06	-0.01
4.7840E-06	-0.02
4.7880E-06	-0.03
4.7920E-06	0
4.7960E-06	-0.01
4.8000E-06	-0.01
4.8040E-06	-0.03
4.8080E-06	0
4.8120E-06	-0.0199219
4.8160E-06	-0.02
4.8200E-06	0.00992188
4.8240E-06	0
4.8280E-06	-0.02
4.8320E-06	0
4.8360E-06	0.000234375
4.8400E-06	-0.0299219
4.8440E-06	-0.02
4.8480E-06	-0.0100781
4.8520E-06	-0.01
4.8560E-06	0
4.8600E-06	-0.00992188
4.8640E-06	-0.03
4.8680E-06	0.00015625
4.8720E-06	0.01
4.8760E-06	0
4.8800E-06	-0.02
4.8840E-06	-0.01
4.8880E-06	-0.02
4.8920E-06	-0.01
4.8960E-06	-0.02
4.9000E-06	-0.01
4.9040E-06	-0.02
4.9080E-06	0.0200781
4.9120E-06	0.01
4.9160E-06	-0.02
4.9200E-06	-0.02
4.9240E-06	-0.01
4.9280E-06	-0.0199219
4.9320E-06	0.00992188
4.9360E-06	-0.00984375
4.9400E-06	-0.03
4.9440E-06	-0.0201563
4.9480E-06	0
4.9520E-06	0.01
4.9560E-06	-0.03
4.9600E-06	-0.02
4.9640E-06	-0.0199219
4.9680E-06	0.00015625
4.9720E-06	-0.04
4.9760E-06	-0.0100781
4.9800E-06	-0.0198438
4.9840E-06	-0.02
4.9880E-06	-0.0199219
4.9920E-06	0.01
4.9960E-06	0
5.0000E-06	-0.04
5.0040E-06	0
5.0080E-06	-0.0297656
5.0120E-06	-0.0101563
5.0160E-06	0.01
5.0200E-06	-0.00992188
5.0240E-06	-0.01
5.0280E-06	0.02
5.0320E-06	-0.01
5.0360E-06	0
5.0400E-06	0.00992188
5.0440E-06	-0.0100781
5.0480E-06	-0.01
5.0520E-06	-0.0200781
5.0560E-06	0
5.0600E-06	-0.0200781
5.0640E-06	0.02
5.0680E-06	0.01
5.0720E-06	-0.0399219
5.0760E-06	-0.01
5.0800E-06	-0.00992188
5.0840E-06	0.01
5.0880E-06	0.0500781
5.0920E-06	-0.00976563
5.0960E-06	-0.0100781
5.1000E-06	0.01
5.1040E-06	-0.01
5.1080E-06	-0.01
5.1120E-06	0.00984375
5.1160E-06	0.02
5.1200E-06	-0.00015625
5.1240E-06	-0.0101563
5.1280E-06	-0.03
5.1320E-06	-0.02
5.1360E-06	-0.03
5.1400E-06	-0.0200781
5.1440E-06	-0.01
5.1480E-06	-0.0100781
5.1520E-06	-0.02
5.1560E-06	0.01
5.1600E-06	-0.02
5.1640E-06	0.0200781
5.1680E-06	7.81E-05
5.1720E-06	-0.00992188
5.1760E-06	-0.02
5.1800E-06	-0.01
5.1840E-06	-0.01
5.1880E-06	0.01
5.1920E-06	0.01
5.1960E-06	-0.0199219
5.2000E-06	-0.0199219
5.2040E-06	0
5.2080E-06	-0.01
5.2120E-06	-0.01
5.2160E-06	7.81E-05
5.2200E-06	-0.03
5.2240E-06	-0.00992188
5.2280E-06	0
5.2320E-06	0
5.2360E-06	-0.0399219
5.2400E-06	-0.0198438
5.2440E-06	0.01
5.2480E-06	-0.00992188
5.2520E-06	-0.02
5.2560E-06	0.02
5.2600E-06	-0.02
5.2640E-06	0
5.2680E-06	-0.01
5.2720E-06	-0.04
5.2760E-06	0.00015625
5.2800E-06	-0.000234375
5.2840E-06	-0.01
5.2880E-06	0
5.2920E-06	0.01
5.2960E-06	0
5.3000E-06	-0.01
5.3040E-06	-7.81E-05
5.3080E-06	-0.03
5.3120E-06	7.81E-05
5.3160E-06	-0.01
5.3200E-06	0.00984375
5.3240E-06	-0.0401563
5.3280E-06	-0.02
5.3320E-06	0
5.3360E-06	-0.01
5.3400E-06	0
5.3440E-06	-0.01
5.3480E-06	0.01
5.3520E-06	-0.0101563
5.3560E-06	-0.0199219
5.3600E-06	0.01
5.3640E-06	-0.00976563
5.3680E-06	-0.02
5.3720E-06	-0.0100781
5.3760E-06	0
5.3800E-06	-0.0200781
5.3840E-06	-0.00984375
5.3880E-06	0.0200781
5.3920E-06	0.01
5.3960E-06	-0.0100781
5.4000E-06	0
5.4040E-06	0
5.4080E-06	-0.0100781
5.4120E-06	0.01
5.4160E-06	-0.01
5.4200E-06	0.01
5.4240E-06	-0.0101563
5.4280E-06	-0.02
5.4320E-06	0
5.4360E-06	-0.01
5.4400E-06	-7.81E-05
5.4440E-06	-0.02
5.4480E-06	0
5.4520E-06	-0.01
5.4560E-06	0.02
5.4600E-06	-0.0101563
5.4640E-06	-0.02
5.4680E-06	0
5.4720E-06	-0.02
5.4760E-06	-0.0199219
5.4800E-06	0.01
5.4840E-06	-0.01
5.4880E-06	-0.01
5.4920E-06	0.0199219
5.4960E-06	0
5.5000E-06	0.02
5.5040E-06	-0.01
5.5080E-06	-0.01
5.5120E-06	-0.02
5.5160E-06	0
5.5200E-06	-0.0200781
5.5240E-06	-0.01
5.5280E-06	0
5.5320E-06	-0.01
5.5360E-06	-0.01
5.5400E-06	-0.0100781
5.5440E-06	-0.0199219
5.5480E-06	0.01
5.5520E-06	-0.01
5.5560E-06	-0.03
5.5600E-06	-0.00984375
5.5640E-06	0.01
5.5680E-06	-0.01
5.5720E-06	-0.01
5.5760E-06	0
5.5800E-06	-0.02
5.5840E-06	0
5.5880E-06	-0.02
5.5920E-06	-0.01
5.5960E-06	-0.0199219
5.6000E-06	0.00992188
5.6040E-06	-0.0298438
5.6080E-06	-0.03
5.6120E-06	-0.0201563
5.6160E-06	0.01
5.6200E-06	-7.81E-05
5.6240E-06	0
5.6280E-06	0.00015625
5.6320E-06	-0.0102344
5.6360E-06	0.03
5.6400E-06	0.00015625
5.6440E-06	-0.0101563
5.6480E-06	0
5.6520E-06	0
5.6560E-06	0
5.6600E-06	0.0199219
5.6640E-06	-0.01
5.6680E-06	0
5.6720E-06	0
5.6760E-06	-0.00015625
5.6800E-06	-0.0200781
5.6840E-06	-0.0101563
5.6880E-06	0.00992188
5.6920E-06	7.81E-05
5.6960E-06	-0.01
5.7000E-06	-0.03
5.7040E-06	-0.01
5.7080E-06	-0.01
5.7120E-06	-0.02
5.7160E-06	-0.00992188
5.7200E-06	0.0100781
5.7240E-06	0.0100781
5.7280E-06	-0.00992188
5.7320E-06	-0.01
5.7360E-06	-0.02
5.7400E-06	-0.02
5.7440E-06	-0.01
5.7480E-06	-0.01
5.7520E-06	0.01
5.7560E-06	-0.01
5.7600E-06	0.00976563
5.7640E-06	0.0100781
5.7680E-06	-0.00992188
5.7720E-06	-0.01
5.7760E-06	-0.01
5.7800E-06	0.0199219
5.7840E-06	-0.02
5.7880E-06	0
5.7920E-06	0.02
5.7960E-06	0
5.8000E-06	-0.0202344
5.8040E-06	0.0199219
5.8080E-06	7.81E-05
5.8120E-06	-7.81E-05
5.8160E-06	0.01
5.8200E-06	0
5.8240E-06	0
5.8280E-06	-0.01
5.8320E-06	7.81E-05
5.8360E-06	0.0199219
5.8400E-06	-0.01
5.8440E-06	0.0198438
5.8480E-06	0.0200781
5.8520E-06	0.00015625
5.8560E-06	-0.03
5.8600E-06	-0.01
5.8640E-06	0.00992188
5.8680E-06	0
5.8720E-06	-0.03
5.8760E-06	0
5.8800E-06	0.02
5.8840E-06	-0.00992188
5.8880E-06	-0.0100781
5.8920E-06	-0.00015625
5.8960E-06	0.02
5.9000E-06	0.01
5.9040E-06	-0.00992188
5.9080E-06	-0.02
5.9120E-06	0.0201563
5.9160E-06	0.0198438
5.9200E-06	-0.0199219
5.9240E-06	-0.00015625
5.9280E-06	0.0199219
5.9320E-06	0.0200781
5.9360E-06	-7.81E-05
5.9400E-06	0.00992188
5.9440E-06	-0.02
5.9480E-06	-0.0400781
5.9520E-06	7.81E-05
5.9560E-06	-0.01
5.9600E-06	-7.81E-05
5.9640E-06	0.0100781
5.9680E-06	-0.02
5.9720E-06	0
5.9760E-06	-0.02
5.9800E-06	0
5.9840E-06	-0.01
5.9880E-06	-0.00015625
5.9920E-06	0.0300781
5.9960E-06	0.02
6.0000E-06	-0.00992188
6.0040E-06	-0.01
6.0080E-06	0.00984375
6.0120E-06	0.02
6.0160E-06	-0.0100781
6.0200E-06	0.01
6.0240E-06	0
6.0280E-06	-0.01
6.0320E-06	0
6.0360E-06	0
6.0400E-06	-0.00992188
6.0440E-06	-0.03
6.0480E-06	0.01
6.0520E-06	-0.01
6.0560E-06	-0.01
6.0600E-06	-0.01
6.0640E-06	-0.0100781
6.0680E-06	-0.02
6.0720E-06	-0.0100781
6.0760E-06	-0.0199219
6.0800E-06	0.01
6.0840E-06	0
6.0880E-06	0.01
6.0920E-06	-0.01
6.0960E-06	0.0100781
6.1000E-06	0.02
6.1040E-06	0.00984375
6.1080E-06	-0.02
6.1120E-06	-0.01
6.1160E-06	-0.0200781
6.1200E-06	-0.02
6.1240E-06	0
6.1280E-06	-0.01
6.1320E-06	0
6.1360E-06	-0.0100781
6.1400E-06	-0.01
6.1440E-06	-0.01
6.1480E-06	0
6.1520E-06	0
6.1560E-06	0
6.1600E-06	0.00992188
6.1640E-06	0.02
6.1680E-06	7.81E-05
6.1720E-06	-0.01
6.1760E-06	0
6.1800E-06	-7.81E-05
6.1840E-06	-0.01
6.1880E-06	0
6.1920E-06	-0.0100781
6.1960E-06	-0.01
6.2000E-06	-0.0100781
6.2040E-06	0
6.2080E-06	0.01
6.2120E-06	0.01
6.2160E-06	0
6.2200E-06	0.01
6.2240E-06	-0.0301563
6.2280E-06	-0.02
6.2320E-06	-0.0199219
6.2360E-06	-0.00015625
6.2400E-06	0.01
6.2440E-06	0.02
6.2480E-06	0
6.2520E-06	0
6.2560E-06	0.00992188
6.2600E-06	-0.01
6.2640E-06	0
6.2680E-06	-7.81E-05
6.2720E-06	-0.01
6.2760E-06	0
6.2800E-06	-0.03
6.2840E-06	-0.0200781
6.2880E-06	-0.0101563
6.2920E-06	0.02
6.2960E-06	0
6.3000E-06	-0.02
6.3040E-06	0
6.3080E-06	0.0299219
6.3120E-06	-0.00015625
6.3160E-06	0
6.3200E-06	-0.01
6.3240E-06	-0.03
6.3280E-06	0.01
6.3320E-06	-0.0100781
6.3360E-06	0
6.3400E-06	-0.01
6.3440E-06	0.02
6.3480E-06	-0.0200781
6.3520E-06	0.01
6.3560E-06	-0.02
6.3600E-06	-0.01
6.3640E-06	0
6.3680E-06	0
6.3720E-06	-0.01
6.3760E-06	0.01
6.3800E-06	0.02
6.3840E-06	0
6.3880E-06	0.00992188
6.3920E-06	-0.0102344
6.3960E-06	-0.0400781
6.4000E-06	0.01
6.4040E-06	0.01
6.4080E-06	0.01
6.4120E-06	-0.0100781
6.4160E-06	0
6.4200E-06	-0.01
6.4240E-06	-7.81E-05
6.4280E-06	0
6.4320E-06	0.0100781
6.4360E-06	-0.03
6.4400E-06	0.02
6.4440E-06	0.0200781
6.4480E-06	-0.01
6.4520E-06	7.81E-05
6.4560E-06	0.01
6.4600E-06	0.01
6.4640E-06	-0.01
6.4680E-06	0.00015625
6.4720E-06	0.01
6.4760E-06	7.81E-05
6.4800E-06	-0.0199219
6.4840E-06	-0.0201563
6.4880E-06	0.01
6.4920E-06	-0.0300781
6.4960E-06	0
6.5000E-06	-0.01
6.5040E-06	-0.02
6.5080E-06	0
6.5120E-06	-0.0100781
6.5160E-06	-0.01
6.5200E-06	-0.0100781
6.5240E-06	0
6.5280E-06	-0.00992188
6.5320E-06	-0.03
6.5360E-06	0
6.5400E-06	-0.02
6.5440E-06	0.01
6.5480E-06	0.00992188
6.5520E-06	-0.0101563
6.5560E-06	0.02
6.5600E-06	-0.00984375
6.5640E-06	-0.0202344
6.5680E-06	0
6.5720E-06	-0.02
6.5760E-06	0.01
6.5800E-06	0.01
6.5840E-06	0.01
6.5880E-06	0
6.5920E-06	-0.0300781
6.5960E-06	-7.81E-05
6.6000E-06	-0.01
6.6040E-06	-0.01
6.6080E-06	-0.01
6.6120E-06	-0.03
6.6160E-06	-0.03
6.6200E-06	-0.01
6.6240E-06	7.81E-05
6.6280E-06	0.01
6.6320E-06	7.81E-05
6.6360E-06	-0.00992188
6.6400E-06	-0.0200781
6.6440E-06	-7.81E-05
6.6480E-06	-0.01
6.6520E-06	0.01
6.6560E-06	0.0100781
6.6600E-06	-0.01
6.6640E-06	0.0200781
6.6680E-06	0.01
6.6720E-06	-0.01
6.6760E-06	0.00992188
6.6800E-06	7.81E-05
6.6840E-06	-0.0198438
6.6880E-06	-0.02
6.6920E-06	0.01
6.6960E-06	0.01
6.7000E-06	0.01
6.7040E-06	-0.0299219
6.7080E-06	0.0300781
6.7120E-06	-0.00984375
6.7160E-06	-0.01
6.7200E-06	-0.01
6.7240E-06	-0.0100781
6.7280E-06	0.00992188
6.7320E-06	-0.0200781
6.7360E-06	0
6.7400E-06	7.81E-05
6.7440E-06	-0.02
6.7480E-06	0
6.7520E-06	-0.02
6.7560E-06	-0.01
6.7600E-06	-0.0300781
6.7640E-06	0.01
6.7680E-06	-0.01
6.7720E-06	0
6.7760E-06	-0.01
6.7800E-06	-0.0300781
6.7840E-06	7.81E-05
6.7880E-06	-0.01
6.7920E-06	-0.0100781
6.7960E-06	0.01
6.8000E-06	-0.00992188
6.8040E-06	-0.01
6.8080E-06	0.01
6.8120E-06	-7.81E-05
6.8160E-06	-0.01
6.8200E-06	-7.81E-05
6.8240E-06	0.01
6.8280E-06	0.01
6.8320E-06	0.02
6.8360E-06	0.01
6.8400E-06	0.01
6.8440E-06	-0.03
6.8480E-06	0
6.8520E-06	-0.02
6.8560E-06	-0.0199219
6.8600E-06	7.81E-05
6.8640E-06	0.01
6.8680E-06	0.00992188
6.8720E-06	-0.01
6.8760E-06	0.02
6.8800E-06	-0.01
6.8840E-06	0.02
6.8880E-06	-7.81E-05
6.8920E-06	0.01
6.8960E-06	0.00992188
6.9000E-06	-0.01
6.9040E-06	0.02
6.9080E-06	-0.0100781
6.9120E-06	0.01
6.9160E-06	0
6.9200E-06	0
6.9240E-06	0.01
6.9280E-06	-0.0200781
6.9320E-06	0
6.9360E-06	0
6.9400E-06	-7.81E-05
6.9440E-06	-0.01
6.9480E-06	0
6.9520E-06	-0.0100781
6.9560E-06	0.00992188
6.9600E-06	0
6.9640E-06	0.00992188
6.9680E-06	-0.0101563
6.9720E-06	-0.0299219
6.9760E-06	0.01
6.9800E-06	-7.81E-05
6.9840E-06	0
6.9880E-06	7.81E-05
6.9920E-06	-0.02
6.9960E-06	0
7.0000E-06	0.01
7.0040E-06	0
7.0080E-06	0.0299219
7.0120E-06	-0.01
7.0160E-06	0.01
7.0200E-06	0
7.0240E-06	0.00992188
7.0280E-06	-0.02
7.0320E-06	0.01
7.0360E-06	0.01
7.0400E-06	-0.02
7.0440E-06	0.0201563
7.0480E-06	0.0299219
7.0520E-06	0
7.0560E-06	-0.02
7.0600E-06	7.81E-05
7.0640E-06	-7.81E-05
7.0680E-06	-0.01
7.0720E-06	-0.02
7.0760E-06	-0.00992188
7.0800E-06	-0.0501563
7.0840E-06	0.02
7.0880E-06	0.02
7.0920E-06	0.01
7.0960E-06	0.01
7.1000E-06	0.02
7.1040E-06	-0.00015625
7.1080E-06	-0.02
7.1120E-06	-0.01
7.1160E-06	0
7.1200E-06	0
7.1240E-06	-0.01
7.1280E-06	7.81E-05
7.1320E-06	0.01
7.1360E-06	0
7.1400E-06	-0.01
7.1440E-06	0.01
7.1480E-06	-0.01
7.1520E-06	-0.02
7.1560E-06	-0.01
7.1600E-06	0
7.1640E-06	-0.01
7.1680E-06	0.02
7.1720E-06	-0.02
7.1760E-06	-0.01
7.1800E-06	0
7.1840E-06	-0.00015625
7.1880E-06	-0.03
7.1920E-06	0
7.1960E-06	0.00992188
7.2000E-06	0.01
7.2040E-06	-0.01
7.2080E-06	0.02
7.2120E-06	-0.00992188
7.2160E-06	0.0196094
7.2200E-06	0.02
7.2240E-06	-0.00984375
7.2280E-06	-0.0200781
7.2320E-06	0
7.2360E-06	0.0199219
7.2400E-06	0.01
7.2440E-06	0.02
7.2480E-06	0.01
7.2520E-06	0
7.2560E-06	-0.02
7.2600E-06	0.0203125
7.2640E-06	0.0198438
7.2680E-06	-0.01
7.2720E-06	0.00992188
7.2760E-06	0
7.2800E-06	0
7.2840E-06	0.0100781
7.2880E-06	0.02
7.2920E-06	-0.01
7.2960E-06	-0.01
7.3000E-06	-0.00992188
7.3040E-06	0.0200781
7.3080E-06	0.0201563
7.3120E-06	-0.0199219
7.3160E-06	0
7.3200E-06	-0.0299219
7.3240E-06	-0.02
7.3280E-06	-0.01
7.3320E-06	0.01
7.3360E-06	0.01
7.3400E-06	0.00992188
7.3440E-06	0.00015625
7.3480E-06	-0.02
7.3520E-06	-0.0100781
7.3560E-06	-0.01
7.3600E-06	0
7.3640E-06	0.01
7.3680E-06	0.01
7.3720E-06	0
7.3760E-06	0
7.3800E-06	0
7.3840E-06	-0.00992188
7.3880E-06	-0.0100781
7.3920E-06	-7.81E-05
7.3960E-06	0.01
7.4000E-06	0
7.4040E-06	0.01
7.4080E-06	0
7.4120E-06	-0.01
7.4160E-06	-0.01
7.4200E-06	0
7.4240E-06	-0.01
7.4280E-06	0
7.4320E-06	-0.02
7.4360E-06	-7.81E-05
7.4400E-06	-0.01
7.4440E-06	-0.01
7.4480E-06	0
7.4520E-06	-0.01
7.4560E-06	7.81E-05
7.4600E-06	0.02
7.4640E-06	0.02
7.4680E-06	0.0100781
7.4720E-06	0
7.4760E-06	7.81E-05
7.4800E-06	-0.01
7.4840E-06	0.02
7.4880E-06	-0.01
7.4920E-06	0.01
7.4960E-06	-0.03
7.5000E-06	0.0200781
7.5040E-06	-0.01
7.5080E-06	0.00984375
7.5120E-06	0.03
7.5160E-06	0.0100781
7.5200E-06	0
7.5240E-06	0.0200781
7.5280E-06	0.02
7.5320E-06	0.0100781
7.5360E-06	-0.01
7.5400E-06	0.01
7.5440E-06	-7.81E-05
7.5480E-06	0.03
7.5520E-06	-0.00992188
7.5560E-06	0
7.5600E-06	0
7.5640E-06	-0.01
7.5680E-06	0.01
7.5720E-06	0.01
7.5760E-06	0.01
7.5800E-06	0.01
7.5840E-06	0
7.5880E-06	0
7.5920E-06	0
7.5960E-06	0
7.6000E-06	0.03
7.6040E-06	-7.81E-05
7.6080E-06	0.02
7.6120E-06	7.81E-05
7.6160E-06	-0.01
7.6200E-06	0
7.6240E-06	0.00992188
7.6280E-06	0.02
7.6320E-06	0.03
7.6360E-06	-0.02
7.6400E-06	7.81E-05
7.6440E-06	0
7.6480E-06	0
7.6520E-06	-7.81E-05
7.6560E-06	-0.00992188
7.6600E-06	0.01
7.6640E-06	0
7.6680E-06	0.01
7.6720E-06	0.01
7.6760E-06	-0.0100781
7.6800E-06	7.81E-05
7.6840E-06	0.0198438
7.6880E-06	-0.0301563
7.6920E-06	-0.01
7.6960E-06	0.0100781
7.7000E-06	0.00984375
7.7040E-06	-0.02
7.7080E-06	0.01
7.7120E-06	-7.81E-05
7.7160E-06	-0.01
7.7200E-06	0
7.7240E-06	0
7.7280E-06	-0.02
7.7320E-06	0.01
7.7360E-06	-0.02
7.7400E-06	0.0197656
7.7440E-06	7.81E-05
7.7480E-06	0
7.7520E-06	-0.01
7.7560E-06	-0.01
7.7600E-06	-0.0100781
7.7640E-06	-0.0200781
7.7680E-06	-0.02
7.7720E-06	0.0200781
7.7760E-06	-7.81E-05
7.7800E-06	0
7.7840E-06	-0.01
7.7880E-06	-0.01
7.7920E-06	-0.02
7.7960E-06	0.01
7.8000E-06	0
7.8040E-06	0.01
7.8080E-06	-0.0100781
7.8120E-06	-0.01
7.8160E-06	0
7.8200E-06	7.81E-05
7.8240E-06	-0.02
7.8280E-06	0.01
7.8320E-06	0.01
7.8360E-06	-7.81E-05
7.8400E-06	-7.81E-05
7.8440E-06	-0.01
7.8480E-06	0
7.8520E-06	-0.00015625
7.8560E-06	-0.03
7.8600E-06	0
7.8640E-06	0.02
7.8680E-06	0.02
7.8720E-06	0.0100781
7.8760E-06	-0.01
7.8800E-06	0.02
7.8840E-06	-0.00984375
7.8880E-06	-0.03
7.8920E-06	0
7.8960E-06	-0.02
7.9000E-06	0
7.9040E-06	0
7.9080E-06	0.01
7.9120E-06	0.01
7.9160E-06	-0.00015625
7.9200E-06	-0.0300781
7.9240E-06	-0.01
7.9280E-06	0.03
7.9320E-06	-0.0401563
7.9360E-06	-0.00992188
7.9400E-06	-0.01
7.9440E-06	-0.01
7.9480E-06	-0.01
7.9520E-06	-0.01
7.9560E-06	-0.03
7.9600E-06	0
7.9640E-06	-0.01
7.9680E-06	-0.02
7.9720E-06	0
7.9760E-06	-0.01
7.9800E-06	0.00992188
7.9840E-06	0
7.9880E-06	0.02
7.9920E-06	-0.01
7.9960E-06	0.0100781
8.0000E-06	0.02
8.0040E-06	-0.00992188
8.0080E-06	-0.000234375
8.0120E-06	0
8.0160E-06	-0.0199219
8.0200E-06	-0.0200781
8.0240E-06	0
8.0280E-06	0.00992188
8.0320E-06	0.01
8.0360E-06	-7.81E-05
8.0400E-06	-0.01
8.0440E-06	0
8.0480E-06	-0.02
8.0520E-06	7.81E-05
8.0560E-06	-0.01
8.0600E-06	-0.00015625
8.0640E-06	0.02
8.0680E-06	7.81E-05
8.0720E-06	-0.01
8.0760E-06	-0.00992188
8.0800E-06	0.02
8.0840E-06	-0.01
8.0880E-06	0.02
8.0920E-06	0.0198438
8.0960E-06	-0.02
8.1000E-06	0.0299219
8.1040E-06	0.00015625
8.1080E-06	-0.0100781
8.1120E-06	0.01
8.1160E-06	-0.02
8.1200E-06	-0.02
8.1240E-06	0.02
8.1280E-06	0.01
8.1320E-06	0
8.1360E-06	0.0201563
8.1400E-06	-0.0299219
8.1440E-06	-0.0100781
8.1480E-06	-0.00992188
8.1520E-06	-0.01
8.1560E-06	7.81E-05
8.1600E-06	0.01
8.1640E-06	0
8.1680E-06	-0.02
8.1720E-06	0
8.1760E-06	-0.0299219
8.1800E-06	-0.00015625
8.1840E-06	0.01
8.1880E-06	7.81E-05
8.1920E-06	-0.02
8.1960E-06	0.01
8.2000E-06	0.02
8.2040E-06	0.02
8.2080E-06	-0.01
8.2120E-06	0.02
8.2160E-06	0.00015625
8.2200E-06	-0.0200781
8.2240E-06	0.00992188
8.2280E-06	0
8.2320E-06	0.01
8.2360E-06	-0.01
8.2400E-06	-0.0200781
8.2440E-06	0
8.2480E-06	0.0100781
8.2520E-06	0.02
8.2560E-06	0.0100781
8.2600E-06	-7.81E-05
8.2640E-06	0.02
8.2680E-06	0.000390625
8.2720E-06	-0.03
8.2760E-06	0.01
8.2800E-06	0.0198438
